Seat Name En,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Thegon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.948894371%
Thazi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.952048092%
Thazi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.229747676%
Thayetchaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.229643713%
Thayetchaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.583734182%
Thayet Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.330938641%
Thayet Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.145967814%
Thayarwady Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.922829282%
Thayarwady Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.119323241%
Thaton Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.292935707%
Thaton Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.624371859%
Thantlang Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.645619778%
Thantlang Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.159510191%
Thanlyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.041710115%
Thanlyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.774421828%
Thandwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.765927763%
Thandwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.086554599%
Thandaunggyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.453781928%
Thandaunggyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.399433428%
Thanbyuzayat Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.708278083%
Thanbyuzayat Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.919695948%
Thanatpin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.803369918%
Thanatpin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.566740704%
Thaketa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.293242517%
Thaketa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.523360574%
Thabeikkyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.106887800%
Thabeikkyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.472770545%
Thabaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.560565609%
Thabaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.745840822%
Tedim Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.487457922%
Tedim Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.743314336%
Taze Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.181170347%
Taze Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.635685791%
Taungtha Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.083507271%
Taungtha Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.672448151%
Taungoo Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.735067677%
Taungoo Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.175676273%
Taunggyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.384347068%
Taunggyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.832167832%
Taungdwingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.915201320%
Taungdwingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.520298408%
Tanintharyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.004720722%
Tanintharyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.602237863%
Tangyan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.241175270%
Tangyan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.937149969%
Tanai Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.207468880%
Tanai Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.332496548%
Tamwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,8.110697471%
Tamwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,10.503094042%
Tamu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.239336180%
Tamu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.024376995%
Taikkyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.524846328%
Taikkyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.727445221%
Tada-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.183341798%
Tada-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.423629923%
Tachileik Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.840760157%
Tachileik Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.132487667%
Tabayin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.592603521%
Tabayin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.367088072%
Sumprabum Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.5390625%
Sumprabum Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.191256831%
South Okkalapa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.568969209%
South Okkalapa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.568515884%
Sittwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.372178448%
Sittwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.710207395%
Sintgaing Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.962971732%
Sintgaing Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.082486425%
Singu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.620553560%
Singu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.809810907%
Sinbaungwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.128738343%
Sinbaungwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.079575597%
Sidoktaya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.018789144%
Sidoktaya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.523675133%
Shwepyithar Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.394750539%
Shwepyithar Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,22.364059433%
Shwegyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.316509939%
Shwegyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.840618695%
Shwegu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.845102506%
Shwegu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.307089661%
Shwedaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.546047067%
Shwedaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.630334805%
Shwebo Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,15.924774595%
Shwebo Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.020938794%
Shadaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.916030534%
Shadaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.473616474%
Seikphyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.825864807%
Seikphyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.945162141%
Seikkan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.8%
Seikkan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.785900783%
Seikgyikanaungto Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.607070480%
Saw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.293834137%
Saw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.232703312%
Sanchaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,9.218193590%
Sanchaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.832915473%
Salingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.276095440%
Salingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,8.287716225%
Salin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.459703900%
Salin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.408039684%
Sagaing Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.502888899%
Sagaing Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.353320518%
Rathedaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.640661939%
Rathedaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.196914740%
Ramree Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.105443071%
Ramree Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.112239882%
Pyinoolwin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.552773106%
Pyinoolwin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.364029080%
Pyigyitagon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.666909521%
Pyigyitagon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.747096569%
Pyay Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.431644279%
Pyay Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.662351789%
Pyawbwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.253615863%
Pyawbwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.660369257%
Pyapon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,41.402056910%
Pyapon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.421133188%
Pwintbyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.196331327%
Pwintbyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.476932724%
Puta-O Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.353313634%
Puta-O Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.960934058%
Ponnagyun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.518437734%
Ponnagyun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,16.741282965%
Pinlebu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.348734627%
Pindaya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.703755216%
Pindaya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.795540514%
Phyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.950139709%
Phyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.371357719%
Pekon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.617486339%
Pekon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.189493118%
Pazundaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.223487313%
Pazundaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,9.093366979%
Paungde Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.908121145%
Paungde Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.045712636%
Paungbyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,46.409184272%
Paungbyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.049341557%
Paung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.507646191%
Paung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.814580890%
Pauktaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.204677502%
Pauktaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,13.276881291%
Paukkhaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.495079161%
Paukkhaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.363062431%
Pauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.390521944%
Pauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.121128866%
Patheingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,27.676786039%
Patheingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.812907110%
Pathein Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.531080897%
Pathein Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.122461140%
Pantanaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.004139358%
Pantanaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.361184804%
Paletwa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,12.474239812%
Paletwa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,6.180724381%
Pale Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.437159911%
Pale Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.469160768%
Palaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.149286823%
Palaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.252478152%
Pakokku Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.265008786%
Pakokku Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.473623323%
Padaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.694125703%
Padaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.799394398%
Pabedan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,7.878245300%
Pabedan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,10.125165361%
Oktwin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.517647933%
Oktwin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.612604149%
Okpho Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.034514496%
Okpho Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.134435759%
Nyaungshwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.869005802%
Nyaungshwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.108983419%
Nyaunglebin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.141460622%
Nyaunglebin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.780713098%
Nyaungdon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.404657402%
Nyaungdon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.156210269%
Nyaung-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.127009299%
Nyaung-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,25.029502978%
North Okkalapa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.417408669%
North Okkalapa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,18.372163389%
Ngazun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,21.561507036%
Ngazun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.771329453%
Ngapudaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.023957075%
Ngapudaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.517097837%
Ngape Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.239803298%
Ngape Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,19.172276240%
Nawngmun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,47.939017504%
Nawngmun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.787234043%
