ST,Seat Name Mm,_Id (Hluttawseats.Csv),Party Name Pretty Mm,Uec Party Id,% of Total Valid Total Votes
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b5,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,26.632374849%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b5,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,56.899120218%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b5,မတူကွဲပြားခြင်းနှင့်ငြိမ်းချမ်းရေးပါတီ,5f3f9035c749de0ddc9de045,3.906315878%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b5,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,9.179385558%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b4,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,25.879183426%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b4,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,74.120816574%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b19e,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,21.887944466%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b19e,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,57.431311199%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b19e,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,20.680744335%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b1,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,52.073988206%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b1,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,47.926011794%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b3,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,29.266879471%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b3,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,70.733120529%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b7,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,9.404448552%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b7,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,27.363418996%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b7,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,63.232132452%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b2,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,10.560062030%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b2,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,39.682492346%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b2,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,49.757445624%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a6,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,15.741431708%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a6,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,84.258568292%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a1,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,22.015246826%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a1,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,20.576713642%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a1,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,42.907299946%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a1,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,14.500739585%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a9,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,49.430734323%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a9,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,50.569265677%
Ayeyarwady,ကျောင်းကုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a4,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,38.506595727%
Ayeyarwady,ကျောင်းကုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a4,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,61.493404273%
Ayeyarwady,ကျုံပျော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a2,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,25.608177734%
Ayeyarwady,ကျုံပျော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a2,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,59.349573389%
Ayeyarwady,ကျုံပျော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1a2,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,15.042248877%
Ayeyarwady,ကျိုက်လတ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b6,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,5.062233460%
Ayeyarwady,ကျိုက်လတ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b6,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,5.840287348%
Ayeyarwady,ကျိုက်လတ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b6,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,15.882282725%
Ayeyarwady,ကျိုက်လတ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b6,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,61.581283301%
Ayeyarwady,ကျိုက်လတ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b1b6,အမျိုးသားနိုင်ငံရေးမဟာမိတ်များအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de03f,11.633913166%
Ayeyarwady,ကန်ကြီးထောင့် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b19f,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,41.773989899%
Ayeyarwady,ကန်ကြီးထောင့် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b19f,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,58.226010101%
Bago (East),အုတ်တွင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d2,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,26.970239928%
Bago (East),အုတ်တွင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d2,ဒီမိုကရေစီနှင့်ငြိမ်းချမ်းရေးပါတီ,5f3f9035c749de0ddc9de03a,4.729975643%
Bago (East),အုတ်တွင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d2,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,68.299784428%
Bago (East),သနပ်ပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c7,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,31.907209085%
Bago (East),သနပ်ပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c7,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,57.282757134%
Bago (East),သနပ်ပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c7,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,10.810033781%
Bago (East),ဝေါ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c9,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,24.504294057%
Bago (East),ဝေါ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c9,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,59.858467880%
Bago (East),ဝေါ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c9,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,15.637238063%
Bago (East),ရေတာရှည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cf,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,32.606406978%
Bago (East),ရေတာရှည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cf,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,58.204241239%
Bago (East),ရေတာရှည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cf,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,9.189351782%
Bago (East),ရွှေကျင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cd,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,50.369003690%
Bago (East),ရွှေကျင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cd,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,42.835651433%
Bago (East),ရွှေကျင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cd,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,6.795344877%
Bago (East),ဖြူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d1,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,23.622942474%
Bago (East),ဖြူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d1,ဒီမိုကရေစီနှင့်ငြိမ်းချမ်းရေးပါတီ,5f3f9035c749de0ddc9de03a,5.499745461%
Bago (East),ဖြူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d1,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,70.877312065%
Bago (East),ပဲခူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c6,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,23.636934231%
Bago (East),ပဲခူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c6,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,56.530482845%
Bago (East),ပဲခူး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c6,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,19.832582924%
Bago (East),ဒိုက်ဦး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cc,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,30.442454911%
Bago (East),ဒိုက်ဦး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cc,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,58.093940574%
Bago (East),ဒိုက်ဦး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cc,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,11.463604515%
Bago (East),ထန်းတပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d3,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,12.527654867%
Bago (East),ထန်းတပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d3,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,32.119152971%
Bago (East),ထန်းတပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d3,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,55.353192162%
Bago (East),တောင်ငူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0ce,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,29.239713112%
Bago (East),တောင်ငူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0ce,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,70.760286888%
Bago (East),ညောင်လေးပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0ca,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,31.057094100%
Bago (East),ညောင်လေးပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0ca,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,57.720267129%
Bago (East),ညောင်လေးပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0ca,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,11.222638771%
Bago (East),ကဝ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c8,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,27.514070727%
Bago (East),ကဝ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c8,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,62.737285913%
Bago (East),ကဝ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0c8,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,9.748643360%
Bago (East),ကျောက်တံခါး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cb,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,38.239556200%
Bago (East),ကျောက်တံခါး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cb,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,51.642470418%
Bago (East),ကျောက်တံခါး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0cb,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,10.117973383%
Bago (East),ကျောက်ကြီး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d0,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,67.500533517%
Bago (East),ကျောက်ကြီး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d0,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,32.499466483%
Bago (West),အုတ်ဖို မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0dd,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,21.111727650%
Bago (West),အုတ်ဖို မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0dd,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,60.335541992%
Bago (West),အုတ်ဖို မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0dd,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,18.552730359%
Bago (West),သဲကုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d8,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,23.264080407%
Bago (West),သဲကုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b0d8,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,48.268676840%
