Seat Name En,Party Name Pretty En,Uec Id (Parties.Csv),% of Total Valid Total Votes
Thongwa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.030534351%
Thingangyun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,42.676195350%
Thingangyun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.774474880%
Thegon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.166584151%
Thegon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,54.624065171%
Thazi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.532143288%
Thazi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,77.176427982%
Thayetchaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,54.496852203%
Thayetchaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.183185603%
Thayet Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,81.381813991%
Thayet Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.295494300%
Thayarwady Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.445688030%
Thayarwady Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.483834912%
Thaton Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,50.762970498%
Thaton Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.369740318%
Thantlang Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.500655553%
Thantlang Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.056858564%
Thanlyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.958532632%
Thanlyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.810651712%
Thandwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.433923957%
Thandwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.281527531%
Thandaunggyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.240826655%
Thanbyuzayat Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,28.786677240%
Thanbyuzayat Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.166395182%
Thanatpin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,62.439812788%
Thanatpin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.038603571%
Thaketa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.772256022%
Thaketa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.939458798%
Thabeikkyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Thabeikkyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Thabaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,50.982562967%
Thabaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,56.325894322%
Tedim Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.271579922%
Tedim Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,35.288694249%
Taze Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,85.122525775%
Taze Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.280501856%
Taungtha Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,94.836434979%
Taungtha Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,92.200889645%
Taungoo Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.936487362%
Taungoo Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,74.463282767%
Taunggyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,67.754580420%
Taunggyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.149774313%
Taungdwingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,62.980842782%
Taungdwingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,61.706995771%
Tanintharyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Tanintharyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Tangyan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.428466618%
Tangyan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.836307215%
Tanai Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.828914264%
Tanai Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.921600433%
Tamwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.829544766%
Tamwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,46.878021624%
Tamu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.358166836%
Tamu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.037071168%
Taikkyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,57.723166237%
Taikkyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.578428664%
Tada-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,80.921244209%
Tada-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,89.313466885%
Tachileik Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.530065172%
Tachileik Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,52.230161715%
Tabayin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.522043746%
Tabayin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Sumprabum Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.233890215%
South Okkalapa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.900774246%
South Okkalapa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.195537556%
Sittwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.322390212%
Sittwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,26.482561800%
Sintgaing Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,78.327842579%
Sintgaing Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,74.612078948%
Singu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.814277271%
Singu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,70.835615367%
Sinbaungwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,74.132764780%
Sinbaungwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,71.681640240%
Sidoktaya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Sidoktaya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.479435186%
Shwepyithar Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.362347564%
Shwepyithar Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,56.117598985%
Shwegyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,47.370318858%
Shwegyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,43.563044301%
Shwegu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.821283238%
Shwegu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.459977452%
Shwedaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,64.600960439%
Shwedaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,71.803788780%
Shwebo Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,71.822315364%
Shwebo Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,
Shadaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,87.460617517%
Shadaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,93.006993007%
Seikphyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,47.829200271%
Seikphyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.202571095%
Seikkan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.601398601%
Seikkan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,82.397959184%
Seikgyikanaungto Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,81.292964751%
Seikgyikanaungto Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.041007616%
Saw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,46.452926691%
Saw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.653710247%
Sanchaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,47.814081914%
Sanchaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,52.951565790%
Salingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,74.976985236%
Salingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,70.190267942%
Salin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.492270490%
Salin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.515858407%
Sagaing Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,81.799648287%
Sagaing Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.681132688%
Rathedaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,11.076479526%
Rathedaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.870518994%
Ramree Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.591448931%
Ramree Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,50.861249703%
Pyinoolwin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,71.829297531%
Pyinoolwin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.769310199%
Pyigyitagon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.584928189%
Pyigyitagon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.265951605%
Pyay Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,61.072247253%
Pyay Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,61.102989097%
Pyawbwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,87.492522704%
Pyawbwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,89.197341513%
Pyapon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.546392393%
Pyapon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.879551821%
Pwintbyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,67.984458020%
Pwintbyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,75.073595290%
Puta-O Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,30.868228967%
Puta-O Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.755792632%
Ponnagyun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.665803918%
Ponnagyun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.195506982%
Pinlebu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.371513399%
Pinlebu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.091910516%
Pindaya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.238623751%
Pindaya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,70.459132190%
Phyu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.422192389%
Phyu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.775372217%
Pekon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,34.080162126%
Pekon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.914567602%
Pazundaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.012780323%
Pazundaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.716061913%
Paungde Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.487223522%
Paungde Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.165391664%
Paungbyin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,53.303670745%
Paungbyin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.665834608%
Paung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.705034625%
Paung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.885399652%
Pauktaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,20.777381931%
Pauktaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,24.370910451%
Paukkhaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.514813990%
Paukkhaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.201640994%
Pauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.328877005%
Pauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,62.349212141%
Patheingyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.845399035%
Patheingyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.652441068%
Pathein Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,64.209515541%
Pathein Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.092334605%
Pantanaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.761373883%
Pantanaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.519516966%
Paletwa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,23.687092869%
Paletwa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,17.178679983%
Pale Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,90.777270116%
Pale Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,92.039773512%
Palaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,87.968689940%
Palaw Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,76.840329045%
Pakokku Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.150638689%
Pakokku Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,75.024685757%
Padaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,70.323897659%
Padaung Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.382450416%
Pabedan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,48.474842767%
Pabedan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,56.994459834%
Oktwin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.869970422%
Oktwin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.612038554%
Okpho Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.850215057%
Okpho Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,58.726745512%
Nyaungshwe Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.223769570%
Nyaungshwe Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,29.446169074%
Nyaunglebin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,61.757062621%
Nyaunglebin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,57.296762909%
Nyaungdon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,52.417622816%
Nyaungdon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,44.403951089%
Nyaung-U Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,72.712959153%
Nyaung-U Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.420838877%
North Okkalapa Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,33.339478162%
North Okkalapa Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.055882167%
Ngazun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,67.317654798%
Ngazun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.829668628%
Ngapudaw Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,45.309474010%
Ngape Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.919830691%
Ngape Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,64.872186719%
Nawngmun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,82.090336134%
Nawngmun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,78.590215676%
Nawnghkio Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,32.018354907%
Nawnghkio Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,36.450750008%
Nattalin Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,64.405510982%
Nattalin Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.088796937%
Natogyi Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,89.613711469%
Natogyi Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,92.765763022%
Natmauk Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,69.370960542%
Natmauk Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.195812904%
Nanyun Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.283756197%
Nanyun Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.742351047%
Nansang Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,40.464949928%
Nansang Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,51.692003029%
Namtu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,31.330387825%
Namtu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,65.851183766%
Namhkan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.550210596%
Namhkan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,14.715008983%
Myothit Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.725529565%
Myothit Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.580761858%
Myittha Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.472544470%
Myittha Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,83.424642007%
Myitkyina Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,55.254625215%
Myitkyina Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,49.287724740%
Myinmu Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.220994475%
Myinmu Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,63.886992596%
Myingyan Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,71.030554438%
Myingyan Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.929902834%
Myeik Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,57.469254763%
Myeik Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,68.418552851%
Myebon Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,38.791055779%
Myebon Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,37.055417701%
Myawaddy Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,60.818302491%
Myawaddy Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,39.317363611%
Myaungmya Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,66.487717033%
Myaungmya Constituency 1,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,59.255127690%
Myaung Constituency 2,Union Solidarity and Development Party,5f3f9035c749de0ddc9de04c,73.426031793%
