ST,Seat Name Mm,_Id (Hluttawseats.Csv),Party Name Pretty Mm,Uec Party Id,% of Total Valid Total Votes
Ayeyarwady,လပွတ္တာ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b676,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,57.189595596%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,1.629129329%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,31.673181411%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,1.806401291%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,လူ့ဘောင်သစ်ဒီမိုကရက်တစ်ပါတီ,5f3f9035c749de0ddc9de079,1.269267246%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,1.335744232%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,0.668315296%
Ayeyarwady,ရေကြည် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66b,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,61.617961195%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,1.970523946%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,0.752607950%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,2.924699938%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,44.388816900%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,5f3f9035c749de0ddc9de073,0.539914399%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,3.117760239%
Ayeyarwady,မော်လမြိုင်ကျွန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b677,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,46.305676627%
Ayeyarwady,မအူပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b678,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,0.888558934%
Ayeyarwady,မအူပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b678,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,1.037618755%
Ayeyarwady,မအူပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b678,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,46.812903825%
Ayeyarwady,မအူပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b678,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,1.772477873%
Ayeyarwady,မအူပင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b678,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,49.488440614%
Ayeyarwady,မြောင်းမြ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b673,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,4.003963594%
Ayeyarwady,မြောင်းမြ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b673,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,42.040394402%
Ayeyarwady,မြောင်းမြ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b673,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,1.116901546%
Ayeyarwady,မြောင်းမြ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b673,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,0.735833823%
Ayeyarwady,မြောင်းမြ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b673,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,52.102906635%
Ayeyarwady,မြန်အောင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b670,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,33.189965304%
Ayeyarwady,မြန်အောင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b670,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,1.483779160%
Ayeyarwady,မြန်အောင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b670,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,2.101753993%
Ayeyarwady,မြန်အောင် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b670,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,63.224501543%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,1.190727526%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,4.125321961%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,42.261678560%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.501090796%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,1.728384636%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,5f3f9035c749de0ddc9de052,2.905037369%
Ayeyarwady,ဘိုကလေး မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67d,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,45.287759152%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67c,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,2.070682081%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67c,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,38.296372933%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67c,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,1.713073336%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67c,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,1.314980583%
Ayeyarwady,ဖျာပုံ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67c,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,56.604891068%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,2.560474922%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,1.052485575%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,ဒီမိုကရက်တစ်ပါတီ (မြန်မာ),5f3f9035c749de0ddc9de032,0.887705282%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,36.152352419%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,0.586995118%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,မြန်မာနိုင်ငံတောင်သူလယ်သမားအလုပ်သမားပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de07b,1.373169108%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,လူ့ဘောင်သစ်ဒီမိုကရက်တစ်ပါတီ,5f3f9035c749de0ddc9de079,0.464380826%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,အမျိုးသားတိုးတက်မြင့်မားရေးပါတီ,5f3f9035c749de0ddc9de06e,0.474367510%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,0.892143808%
Ayeyarwady,ပုသိမ် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b666,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,55.555925433%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,2.489203711%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,ကရင်အမျိုးသားပါတီ,5f3f9035c749de0ddc9de07a,2.547639069%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,ညီညွတ်သောဒီမိုကရက်တစ်ပါတီ,5f3f9035c749de0ddc9de03c,0.845887434%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,3.410629534%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,41.439220102%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.302495617%
Ayeyarwady,ပန်းတနော် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b679,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,46.964924533%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67b,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,4.040667128%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67b,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,33.068086903%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67b,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.579416757%
Ayeyarwady,ဓနုဖြူ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67b,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,60.311829212%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,0.509839516%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,ခေတ်သစ်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de043,0.468318495%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,1.855893088%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,32.779397849%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.616789942%
Ayeyarwady,ဒေးဒရဲ မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67f,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,61.769761109%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67a,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,1.198278821%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67a,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,2.090002634%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67a,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,33.123907299%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67a,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,2.762986676%
Ayeyarwady,ညောင်တုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b67a,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,60.824824569%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66e,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,3.138929060%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66e,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,38.929059609%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66e,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.087996989%
Ayeyarwady,ဇလွန် မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66e,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,55.844014343%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,4.134622854%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,2.545379217%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,43.155571092%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,1.909681763%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,အမျိုးသားတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de08b,1.374970869%
Ayeyarwady,ငပုတော မဲဆန္ဒနယ်,5f3f901b97d7fe284063b669,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,46.879774204%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b671,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,5f3f9035c749de0ddc9de02e,4.891153008%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b671,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,5f3f9035c749de0ddc9de04c,25.522121574%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b671,မြန်မာနိုင်ငံတောင်သူလယ်သမားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,5f3f9035c749de0ddc9de069,2.095038412%
Ayeyarwady,ကြံခင်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b671,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5f3f9035c749de0ddc9de05b,67.491687006%
Ayeyarwady,ကျောင်းကုန်း မဲဆန္ဒနယ်,5f3f901b97d7fe284063b66c,ကရင်ပြည်သူ့ပါတီ,5f3f9035c749de0ddc9de035,2.826489953%
